index,pc,var
171,241,0.0012225159446092135
172,244,0.0012184606625823837
173,91,0.001217433633848338
174,101,0.0012160209530642655
175,187,0.0012155453283379377
176,186,0.0012113538322941803
177,272,0.0012077753484709382
178,213,0.0012034575489445665
179,199,0.0012030618642034226
180,106,0.0012009673800463707
181,42,0.0011889503828245952
182,129,0.0011884868481301615
183,191,0.0011874603802562154
184,207,0.0011862872558497438
185,252,0.0011808681902791805
186,113,0.0011781840683218144
187,273,0.0011704371442120944
188,222,0.0011696843425171451
189,263,0.0011677834184370894
190,185,0.0011660827819441073
191,212,0.0011640318103631694
192,112,0.001160072346076231
193,157,0.001156726961584013
194,148,0.0011508998458978417
195,166,0.001150534307766292
196,80,0.001147026785103726
197,81,0.0011442899402450987
198,236,0.0011344773284934248
199,250,0.001134382191902377
200,218,0.0011309816611943136
201,249,0.0011301627105915761
202,86,0.0011276467410213774
203,78,0.0011239656678397197
204,135,0.001120156323218936
205,277,0.0011129971079609617
206,256,0.001110204433307306
207,110,0.001105905157257942
208,255,0.0011048271915044454
209,174,0.00109294048553929
210,55,0.0010840286434329073
211,154,0.0010827780898590676
212,289,0.001079805699989825
213,210,0.0010780817136414095
214,230,0.0010687372135215856
215,48,0.0010658712705264959
216,257,0.0010651920340594729
217,195,0.0010643678915747555
218,209,0.0010620607475037027
219,21,0.0010619987280020434
220,114,0.0010612890720355951
221,165,0.0010590082751960371
222,144,0.0010520787491770085
223,76,0.0010509578638950472
224,132,0.0010493591247798455
225,292,0.0010474449951814666
226,246,0.0010419719792308592
227,223,0.0010339022654015032
228,65,0.0010329594277908303
229,27,0.0010236409973462225
230,178,0.0010231347913867836
231,297,0.0010138030219538543
232,194,0.0010133464929999926
233,280,0.001006601809585482
234,204,0.0010019272344562026
235,153,0.0009994223774772125
236,254,0.0009982669170010153
237,117,0.0009872526618487146
238,221,0.0009806313372465634
239,171,0.0009805400903278986
240,184,0.0009786175279287513
241,219,0.0009711895831145693
242,87,0.000966017163112579
243,293,0.0009619589699351636
244,172,0.0009605161274916445
245,95,0.000951627200578297
246,231,0.00093779079447038
247,267,0.0009233094636407241
248,137,0.0009232727992477696
249,284,0.0009185724613574232
250,125,0.0009100319518716752
251,190,0.000908808179070271
252,240,0.0009039705853070039
253,196,0.0009007431581713423
254,168,0.0008866832806635228
255,105,0.0008790458785348604
256,188,0.0008776544536291191
257,234,0.0008640736040736349
258,287,0.0008444375071783845
259,193,0.0008386767926992433
260,124,0.0008310990024367613
261,235,0.0008190428568225801
262,228,0.0007967340017377826
263,208,0.0007966747167631643
264,152,0.0007952231402680964
265,140,0.0007936409500261429
266,259,0.0007930641929980187
267,274,0.000785001086001661
268,266,0.000777355523824213
269,17,0.0007717417918689734
270,239,0.0007693300776997946
271,290,0.0007617827793541794
272,100,0.0007612003344206252
273,261,0.0007464185551533052
274,245,0.0007408648869211905
275,169,0.0007404327148851968
276,156,0.0007386750200702327
277,201,0.000724919209814187
278,282,0.000713777580198593
279,243,0.0007127319929860279
280,248,0.0007098641502172543
281,119,0.0007036770781848758
282,139,0.0006707217969265899
283,229,0.0006637470384896187
284,276,0.0006539842446466736
285,291,0.0006373843006192036
286,264,0.0006354654321027352
287,162,0.0006352768471902569
288,251,0.0006045788172492296
289,296,0.0005987632058090999
290,260,0.0005866657578319593
291,294,0.0005809131597134234
292,278,0.0005734256098804532
293,203,0.0005314387899924504
294,238,0.0005265615195781087
295,298,0.0005170534649715085
296,271,0.0004417279467117619
297,286,0.0004268762750017696
298,279,0.0004094161144536388
299,299,0.0002377447380168757
